function_name,elapsed_time,iteration
pandas_read_csv_default,50.910677909851074,0
pandas_read_csv_default,51.06580901145935,1
pandas_read_csv_default,52.746639013290405,2
pandas_read_csv_default,50.08996558189392,3
pandas_read_csv_default,49.79562235,4
pandas_read_csv_default,48.96876120567322,5
pandas_read_csv_default,49.06832814216614,6
pandas_read_csv_default,48.59188675880432,7
pandas_read_csv_default,49.00217580795288,8
pandas_read_csv_default,48.33815074,9
pandas_read_csv_default,48.54801869392395,10
pandas_read_csv_default,48.65240931510925,11
pandas_read_csv_default,49.00725531578064,12
pandas_read_csv_default,48.54288172721863,13
pandas_read_csv_default,48.70802140235901,14
pandas_read_csv_default,48.71756434440613,15
pandas_read_csv_default,48.23288559913635,16
pandas_read_csv_default,48.660343170166016,17
pandas_read_csv_default,48.29874849319458,18
pandas_read_csv_default,48.34676551818848,19
pandas_read_csv_default,48.390209913253784,20
pandas_read_csv_default,52.93620181083679,21
pandas_read_csv_default,49.292901277542114,22
pandas_read_csv_default,48.93213176727295,23
pandas_read_csv_default,49.24342918395996,24
pandas_read_csv_default,48.30071234703064,25
pandas_read_csv_default,48.13401699066162,26
pandas_read_csv_default,48.38578915596008,27
pandas_read_csv_default,48.50979042053223,28
pandas_read_csv_default,48.35757613182068,29
pandas_read_csv_engine_c,48.11613464355469,0
pandas_read_csv_engine_c,48.41240358352661,1
pandas_read_csv_engine_c,48.31646513938904,2
pandas_read_csv_engine_c,48.57430100440979,3
pandas_read_csv_engine_c,48.31967306137085,4
pandas_read_csv_engine_c,48.291306257247925,5
pandas_read_csv_engine_c,48.19422650337219,6
pandas_read_csv_engine_c,48.08867621421814,7
pandas_read_csv_engine_c,48.270310401916504,8
pandas_read_csv_engine_c,49.850791215896606,9
pandas_read_csv_engine_c,48.07681918144226,10
pandas_read_csv_engine_c,48.08818269,11
pandas_read_csv_engine_c,48.17207956314087,12
pandas_read_csv_engine_c,48.07707643508911,13
pandas_read_csv_engine_c,48.30224823951721,14
pandas_read_csv_engine_c,48.845438957214355,15
pandas_read_csv_engine_c,48.225725412368774,16
pandas_read_csv_engine_c,48.503456115722656,17
pandas_read_csv_engine_c,49.04100823402405,18
pandas_read_csv_engine_c,48.34348702430725,19
pandas_read_csv_engine_c,48.11903667449951,20
pandas_read_csv_engine_c,48.92090153694153,21
pandas_read_csv_engine_c,48.13029408454895,22
pandas_read_csv_engine_c,49.032456398010254,23
pandas_read_csv_engine_c,48.84135890007019,24
pandas_read_csv_engine_c,48.94224452972412,25
pandas_read_csv_engine_c,48.74781871,26
pandas_read_csv_engine_c,49.85843467712402,27
pandas_read_csv_engine_c,48.94706941,28
pandas_read_csv_engine_c,48.73324227333069,29
pandas_read_csv_engine_python,255.83411169052124,0
pandas_read_csv_engine_python,248.26262640953064,1
pandas_read_csv_engine_python,231.1203761100769,2
pandas_read_csv_engine_python,241.6274652481079,3
pandas_read_csv_engine_python,236.26348304748535,4
pandas_read_csv_engine_python,245.23164677619934,5
pandas_read_csv_engine_python,230.81459879875183,6
pandas_read_csv_engine_python,244.42969131469727,7
pandas_read_csv_engine_python,231.39323496818542,8
pandas_read_csv_engine_python,238.03986287117004,9
pandas_read_csv_engine_python,238.63965439796448,10
pandas_read_csv_engine_python,239.22808575630188,11
pandas_read_csv_engine_python,244.93177151679993,12
pandas_read_csv_engine_python,223.75117802619934,13
pandas_read_csv_engine_python,247.40659761428833,14
pandas_read_csv_engine_python,229.95530652999878,15
pandas_read_csv_engine_python,238.49368262290955,16
pandas_read_csv_engine_python,234.92591071128845,17
pandas_read_csv_engine_python,246.5001540184021,18
pandas_read_csv_engine_python,230.2596628665924,19
pandas_read_csv_engine_python,239.17819118499756,20
pandas_read_csv_engine_python,245.95208859443665,21
pandas_read_csv_engine_python,235.21477556228638,22
pandas_read_csv_engine_python,231.96311497688293,23
pandas_read_csv_engine_python,237.75937414169312,24
pandas_read_csv_engine_python,237.49718284606934,25
pandas_read_csv_engine_python,244.7485065460205,26
pandas_read_csv_engine_python,236.92326188087463,27
pandas_read_csv_engine_python,229.65974593162537,28
pandas_read_csv_engine_python,249.3640856742859,29
pandas_read_csv_default_dtype_numpy,55.208901166915894,0
pandas_read_csv_default_dtype_numpy,57.103071212768555,1
pandas_read_csv_default_dtype_numpy,50.53521776199341,2
pandas_read_csv_default_dtype_numpy,49.625303506851196,3
pandas_read_csv_default_dtype_numpy,51.533756256103516,4
pandas_read_csv_default_dtype_numpy,50.064059257507324,5
pandas_read_csv_default_dtype_numpy,50.01258873939514,6
pandas_read_csv_default_dtype_numpy,49.89617681503296,7
pandas_read_csv_default_dtype_numpy,49.68131351470947,8
